id,name,complexity_average,complexity_bin,min_age,min_players,max_players,rating_average,bgg_rank,owned_users,mechanic_name,domain_name
1.0,Die Macher,4.32,Very High,14,3,5,7.63,289,7213.0,Dice Rolling,Strategy Games
1.0,Die Macher,4.32,Very High,14,3,5,7.63,289,7213.0,Area Majority / Influence,Strategy Games
1.0,Die Macher,4.32,Very High,14,3,5,7.63,289,7213.0,Alliances,Strategy Games
1.0,Die Macher,4.32,Very High,14,3,5,7.63,289,7213.0,Simultaneous Action Selection,Strategy Games
1.0,Die Macher,4.32,Very High,14,3,5,7.63,289,7213.0,Hand Management,Strategy Games
1.0,Die Macher,4.32,Very High,14,3,5,7.63,289,7213.0,Auction/Bidding,Strategy Games
2.0,Dragonmaster,1.96,Low,12,3,4,6.63,3718,1252.0,Trick-taking,Strategy Games
3.0,Samurai,2.49,Medium,10,2,4,7.45,210,15197.0,Hexagon Grid,Strategy Games
3.0,Samurai,2.49,Medium,10,2,4,7.45,210,15197.0,Area Majority / Influence,Strategy Games
3.0,Samurai,2.49,Medium,10,2,4,7.45,210,15197.0,Hand Management,Strategy Games
3.0,Samurai,2.49,Medium,10,2,4,7.45,210,15197.0,Once-Per-Game Abilities,Strategy Games
3.0,Samurai,2.49,Medium,10,2,4,7.45,210,15197.0,Set Collection,Strategy Games
3.0,Samurai,2.49,Medium,10,2,4,7.45,210,15197.0,Tile Placement,Strategy Games
5.0,Acquire,2.5,Medium,12,2,6,7.34,276,23111.0,Hand Management,Strategy Games
5.0,Acquire,2.5,Medium,12,2,6,7.34,276,23111.0,Ownership,Strategy Games
5.0,Acquire,2.5,Medium,12,2,6,7.34,276,23111.0,Market,Strategy Games
5.0,Acquire,2.5,Medium,12,2,6,7.34,276,23111.0,Stock Holding,Strategy Games
5.0,Acquire,2.5,Medium,12,2,6,7.34,276,23111.0,Square Grid,Strategy Games
5.0,Acquire,2.5,Medium,12,2,6,7.34,276,23111.0,Victory Points as a Resource,Strategy Games
5.0,Acquire,2.5,Medium,12,2,6,7.34,276,23111.0,Tile Placement,Strategy Games
5.0,Acquire,2.5,Medium,12,2,6,7.34,276,23111.0,Investment,Strategy Games
7.0,Cathedral,1.8,Low,8,2,2,6.52,1862,5802.0,Enclosure,Abstract Games
7.0,Cathedral,1.8,Low,8,2,2,6.52,1862,5802.0,Pattern Building,Abstract Games
7.0,Cathedral,1.8,Low,8,2,2,6.52,1862,5802.0,Pattern Recognition,Abstract Games
7.0,Cathedral,1.8,Low,8,2,2,6.52,1862,5802.0,Tile Placement,Abstract Games
9.0,El Caballero,3.18,Very High,13,2,4,6.46,2727,2570.0,Tile Placement,Strategy Games
9.0,El Caballero,3.18,Very High,13,2,4,6.46,2727,2570.0,Area Majority / Influence,Strategy Games
10.0,Elfenland,2.16,Medium,10,2,6,6.71,1035,9802.0,Card Drafting,Family Games
10.0,Elfenland,2.16,Medium,10,2,6,6.71,1035,9802.0,Point to Point Movement,Family Games
10.0,Elfenland,2.16,Medium,10,2,6,6.71,1035,9802.0,Network and Route Building,Family Games
10.0,Elfenland,2.16,Medium,10,2,6,6.71,1035,9802.0,Hand Management,Family Games
11.0,Bohnanza,1.67,Low,13,2,7,7.04,451,56587.0,Hand Management,Family Games
11.0,Bohnanza,1.67,Low,13,2,7,7.04,451,56587.0,Set Collection,Family Games
11.0,Bohnanza,1.67,Low,13,2,7,7.04,451,56587.0,Trading,Family Games
11.0,Bohnanza,1.67,Low,13,2,7,7.04,451,56587.0,Negotiation,Family Games
11.0,Bohnanza,1.67,Low,13,2,7,7.04,451,56587.0,Melding and Splaying,Family Games
12.0,Ra,2.35,Medium,12,2,5,7.47,177,18460.0,Set Collection,Strategy Games
12.0,Ra,2.35,Medium,12,2,5,7.47,177,18460.0,Push Your Luck,Strategy Games
12.0,Ra,2.35,Medium,12,2,5,7.47,177,18460.0,Constrained Bidding,Strategy Games
12.0,Ra,2.35,Medium,12,2,5,7.47,177,18460.0,Closed Economy Auction,Strategy Games
12.0,Ra,2.35,Medium,12,2,5,7.47,177,18460.0,Auction: Once Around,Strategy Games
12.0,Ra,2.35,Medium,12,2,5,7.47,177,18460.0,Auction/Bidding,Strategy Games
13.0,Catan,2.32,Medium,10,3,4,7.15,395,154531.0,Network and Route Building,Strategy Games
13.0,Catan,2.32,Medium,10,3,4,7.15,395,154531.0,Network and Route Building,Family Games
13.0,Catan,2.32,Medium,10,3,4,7.15,395,154531.0,Dice Rolling,Strategy Games
13.0,Catan,2.32,Medium,10,3,4,7.15,395,154531.0,Dice Rolling,Family Games
13.0,Catan,2.32,Medium,10,3,4,7.15,395,154531.0,Hexagon Grid,Strategy Games
13.0,Catan,2.32,Medium,10,3,4,7.15,395,154531.0,Hexagon Grid,Family Games
13.0,Catan,2.32,Medium,10,3,4,7.15,395,154531.0,Income,Strategy Games
13.0,Catan,2.32,Medium,10,3,4,7.15,395,154531.0,Income,Family Games
13.0,Catan,2.32,Medium,10,3,4,7.15,395,154531.0,Modular Board,Strategy Games
13.0,Catan,2.32,Medium,10,3,4,7.15,395,154531.0,Modular Board,Family Games
13.0,Catan,2.32,Medium,10,3,4,7.15,395,154531.0,Race,Strategy Games
13.0,Catan,2.32,Medium,10,3,4,7.15,395,154531.0,Race,Family Games
13.0,Catan,2.32,Medium,10,3,4,7.15,395,154531.0,Random Production,Strategy Games
13.0,Catan,2.32,Medium,10,3,4,7.15,395,154531.0,Random Production,Family Games
13.0,Catan,2.32,Medium,10,3,4,7.15,395,154531.0,Trading,Strategy Games
13.0,Catan,2.32,Medium,10,3,4,7.15,395,154531.0,Trading,Family Games
13.0,Catan,2.32,Medium,10,3,4,7.15,395,154531.0,Variable Set-up,Strategy Games
13.0,Catan,2.32,Medium,10,3,4,7.15,395,154531.0,Variable Set-up,Family Games
14.0,Basari,1.86,Low,10,3,4,6.76,1891,1866.0,Roll / Spin and Move,Strategy Games
14.0,Basari,1.86,Low,10,3,4,6.76,1891,1866.0,Roll / Spin and Move,Family Games
14.0,Basari,1.86,Low,10,3,4,6.76,1891,1866.0,Set Collection,Strategy Games
14.0,Basari,1.86,Low,10,3,4,6.76,1891,1866.0,Set Collection,Family Games
14.0,Basari,1.86,Low,10,3,4,6.76,1891,1866.0,Simultaneous Action Selection,Strategy Games
14.0,Basari,1.86,Low,10,3,4,6.76,1891,1866.0,Simultaneous Action Selection,Family Games
15.0,Cosmic Encounter,2.37,Medium,12,2,6,6.91,1112,4281.0,Variable Player Powers,Strategy Games
15.0,Cosmic Encounter,2.37,Medium,12,2,6,6.91,1112,4281.0,Variable Player Powers,Thematic Games
15.0,Cosmic Encounter,2.37,Medium,12,2,6,6.91,1112,4281.0,Alliances,Strategy Games
15.0,Cosmic Encounter,2.37,Medium,12,2,6,6.91,1112,4281.0,Alliances,Thematic Games
15.0,Cosmic Encounter,2.37,Medium,12,2,6,6.91,1112,4281.0,Negotiation,Strategy Games
15.0,Cosmic Encounter,2.37,Medium,12,2,6,6.91,1112,4281.0,Negotiation,Thematic Games
15.0,Cosmic Encounter,2.37,Medium,12,2,6,6.91,1112,4281.0,Hand Management,Strategy Games
15.0,Cosmic Encounter,2.37,Medium,12,2,6,6.91,1112,4281.0,Hand Management,Thematic Games
16.0,MarraCash,2.15,Medium,12,3,4,6.81,2429,1156.0,Auction/Bidding,Strategy Games
17.0,Button Men,1.53,Low,10,2,2,6.35,3965,1323.0,Dice Rolling,Customizable Games
17.0,Button Men,1.53,Low,10,2,2,6.35,3965,1323.0,Push Your Luck,Customizable Games
18.0,RoboRally,2.43,Medium,12,2,8,7.08,440,25878.0,Simultaneous Action Selection,Thematic Games
18.0,RoboRally,2.43,Medium,12,2,8,7.08,440,25878.0,Simultaneous Action Selection,Strategy Games
18.0,RoboRally,2.43,Medium,12,2,8,7.08,440,25878.0,Action Queue,Thematic Games
18.0,RoboRally,2.43,Medium,12,2,8,7.08,440,25878.0,Action Queue,Strategy Games
18.0,RoboRally,2.43,Medium,12,2,8,7.08,440,25878.0,Bias,Thematic Games
18.0,RoboRally,2.43,Medium,12,2,8,7.08,440,25878.0,Bias,Strategy Games
18.0,RoboRally,2.43,Medium,12,2,8,7.08,440,25878.0,Grid Movement,Thematic Games
18.0,RoboRally,2.43,Medium,12,2,8,7.08,440,25878.0,Grid Movement,Strategy Games
18.0,RoboRally,2.43,Medium,12,2,8,7.08,440,25878.0,Lose a Turn,Thematic Games
18.0,RoboRally,2.43,Medium,12,2,8,7.08,440,25878.0,Lose a Turn,Strategy Games
18.0,RoboRally,2.43,Medium,12,2,8,7.08,440,25878.0,Modular Board,Thematic Games
18.0,RoboRally,2.43,Medium,12,2,8,7.08,440,25878.0,Modular Board,Strategy Games
18.0,RoboRally,2.43,Medium,12,2,8,7.08,440,25878.0,Programmed Movement,Thematic Games
18.0,RoboRally,2.43,Medium,12,2,8,7.08,440,25878.0,Programmed Movement,Strategy Games
18.0,RoboRally,2.43,Medium,12,2,8,7.08,440,25878.0,Race,Thematic Games
18.0,RoboRally,2.43,Medium,12,2,8,7.08,440,25878.0,Race,Strategy Games
18.0,RoboRally,2.43,Medium,12,2,8,7.08,440,25878.0,Scenario / Mission / Campaign Game,Thematic Games
18.0,RoboRally,2.43,Medium,12,2,8,7.08,440,25878.0,Scenario / Mission / Campaign Game,Strategy Games
19.0,Wacky Wacky West,1.84,Low,9,2,4,6.29,2895,3150.0,Tile Placement,Family Games
19.0,Wacky Wacky West,1.84,Low,9,2,4,6.29,2895,3150.0,Voting,Family Games
20.0,Full Metal Planète,3.16,Very High,12,2,4,7.5,2056,957.0,Dice Rolling,Strategy Games
20.0,Full Metal Planète,3.16,Very High,12,2,4,7.5,2056,957.0,Action Points,Strategy Games
20.0,Full Metal Planète,3.16,Very High,12,2,4,7.5,2056,957.0,Hexagon Grid,Strategy Games
22.0,Magic Realm,4.53,Very High,12,1,16,7.19,1255,3787.0,Action Queue,Thematic Games
22.0,Magic Realm,4.53,Very High,12,1,16,7.19,1255,3787.0,Action Queue,Strategy Games
22.0,Magic Realm,4.53,Very High,12,1,16,7.19,1255,3787.0,Events,Thematic Games
22.0,Magic Realm,4.53,Very High,12,1,16,7.19,1255,3787.0,Events,Strategy Games
22.0,Magic Realm,4.53,Very High,12,1,16,7.19,1255,3787.0,Modular Board,Thematic Games
22.0,Magic Realm,4.53,Very High,12,1,16,7.19,1255,3787.0,Modular Board,Strategy Games
22.0,Magic Realm,4.53,Very High,12,1,16,7.19,1255,3787.0,Paper-and-Pencil,Thematic Games
22.0,Magic Realm,4.53,Very High,12,1,16,7.19,1255,3787.0,Paper-and-Pencil,Strategy Games
22.0,Magic Realm,4.53,Very High,12,1,16,7.19,1255,3787.0,Player Elimination,Thematic Games
22.0,Magic Realm,4.53,Very High,12,1,16,7.19,1255,3787.0,Player Elimination,Strategy Games
22.0,Magic Realm,4.53,Very High,12,1,16,7.19,1255,3787.0,Point to Point Movement,Thematic Games
22.0,Magic Realm,4.53,Very High,12,1,16,7.19,1255,3787.0,Point to Point Movement,Strategy Games
22.0,Magic Realm,4.53,Very High,12,1,16,7.19,1255,3787.0,Role Playing,Thematic Games
22.0,Magic Realm,4.53,Very High,12,1,16,7.19,1255,3787.0,Role Playing,Strategy Games
22.0,Magic Realm,4.53,Very High,12,1,16,7.19,1255,3787.0,Simultaneous Action Selection,Thematic Games
22.0,Magic Realm,4.53,Very High,12,1,16,7.19,1255,3787.0,Simultaneous Action Selection,Strategy Games
22.0,Magic Realm,4.53,Very High,12,1,16,7.19,1255,3787.0,Variable Player Powers,Thematic Games
22.0,Magic Realm,4.53,Very High,12,1,16,7.19,1255,3787.0,Variable Player Powers,Strategy Games
22.0,Magic Realm,4.53,Very High,12,1,16,7.19,1255,3787.0,Variable Set-up,Thematic Games
22.0,Magic Realm,4.53,Very High,12,1,16,7.19,1255,3787.0,Variable Set-up,Strategy Games
22.0,Magic Realm,4.53,Very High,12,1,16,7.19,1255,3787.0,Dice Rolling,Thematic Games
22.0,Magic Realm,4.53,Very High,12,1,16,7.19,1255,3787.0,Dice Rolling,Strategy Games
23.0,Divine Right,3.18,Very High,12,2,6,7.12,3292,1093.0,Grid Movement,Wargames
23.0,Divine Right,3.18,Very High,12,2,6,7.12,3292,1093.0,Grid Movement,Thematic Games
23.0,Divine Right,3.18,Very High,12,2,6,7.12,3292,1093.0,Variable Player Powers,Wargames
23.0,Divine Right,3.18,Very High,12,2,6,7.12,3292,1093.0,Variable Player Powers,Thematic Games
23.0,Divine Right,3.18,Very High,12,2,6,7.12,3292,1093.0,Variable Phase Order,Wargames
23.0,Divine Right,3.18,Very High,12,2,6,7.12,3292,1093.0,Variable Phase Order,Thematic Games
23.0,Divine Right,3.18,Very High,12,2,6,7.12,3292,1093.0,Simulation,Wargames
23.0,Divine Right,3.18,Very High,12,2,6,7.12,3292,1093.0,Simulation,Thematic Games
23.0,Divine Right,3.18,Very High,12,2,6,7.12,3292,1093.0,Player Elimination,Wargames
23.0,Divine Right,3.18,Very High,12,2,6,7.12,3292,1093.0,Player Elimination,Thematic Games
23.0,Divine Right,3.18,Very High,12,2,6,7.12,3292,1093.0,Movement Points,Wargames
23.0,Divine Right,3.18,Very High,12,2,6,7.12,3292,1093.0,Movement Points,Thematic Games
23.0,Divine Right,3.18,Very High,12,2,6,7.12,3292,1093.0,Hexagon Grid,Wargames
23.0,Divine Right,3.18,Very High,12,2,6,7.12,3292,1093.0,Hexagon Grid,Thematic Games
23.0,Divine Right,3.18,Very High,12,2,6,7.12,3292,1093.0,Events,Wargames
23.0,Divine Right,3.18,Very High,12,2,6,7.12,3292,1093.0,Events,Thematic Games
23.0,Divine Right,3.18,Very High,12,2,6,7.12,3292,1093.0,Dice Rolling,Wargames
23.0,Divine Right,3.18,Very High,12,2,6,7.12,3292,1093.0,Dice Rolling,Thematic Games
23.0,Divine Right,3.18,Very High,12,2,6,7.12,3292,1093.0,Card Drafting,Wargames
23.0,Divine Right,3.18,Very High,12,2,6,7.12,3292,1093.0,Card Drafting,Thematic Games
24.0,Twilight Imperium,3.49,Very High,12,2,6,6.64,3554,856.0,Hexagon Grid,Thematic Games
24.0,Twilight Imperium,3.49,Very High,12,2,6,6.64,3554,856.0,Voting,Thematic Games
24.0,Twilight Imperium,3.49,Very High,12,2,6,6.64,3554,856.0,Variable Player Powers,Thematic Games
24.0,Twilight Imperium,3.49,Very High,12,2,6,6.64,3554,856.0,Tile Placement,Thematic Games
24.0,Twilight Imperium,3.49,Very High,12,2,6,6.64,3554,856.0,Modular Board,Thematic Games
24.0,Twilight Imperium,3.49,Very High,12,2,6,6.64,3554,856.0,Dice Rolling,Thematic Games
25.0,Battlemist,3.2,Very High,12,2,6,5.93,8921,678.0,Dice Rolling,Wargames
25.0,Battlemist,3.2,Very High,12,2,6,5.93,8921,678.0,Dice Rolling,Thematic Games
25.0,Battlemist,3.2,Very High,12,2,6,5.93,8921,678.0,Hexagon Grid,Wargames
25.0,Battlemist,3.2,Very High,12,2,6,5.93,8921,678.0,Hexagon Grid,Thematic Games
26.0,Age of Renaissance,3.86,Very High,12,3,6,7.1,1249,2837.0,Auction/Bidding,Strategy Games
26.0,Age of Renaissance,3.86,Very High,12,3,6,7.1,1249,2837.0,Area Movement,Strategy Games
27.0,Supremacy: The Game of the Superpowers,3.13,Very High,12,2,6,5.63,16389,2267.0,Dice Rolling,Wargames
27.0,Supremacy: The Game of the Superpowers,3.13,Very High,12,2,6,5.63,16389,2267.0,Commodity Speculation,Wargames
28.0,Illuminati,2.65,High,12,2,8,6.48,1805,8516.0,Dice Rolling,Thematic Games
28.0,Illuminati,2.65,High,12,2,8,6.48,1805,8516.0,Dice Rolling,Strategy Games
28.0,Illuminati,2.65,High,12,2,8,6.48,1805,8516.0,Variable Player Powers,Thematic Games
28.0,Illuminati,2.65,High,12,2,8,6.48,1805,8516.0,Variable Player Powers,Strategy Games
28.0,Illuminati,2.65,High,12,2,8,6.48,1805,8516.0,Tile Placement,Thematic Games
28.0,Illuminati,2.65,High,12,2,8,6.48,1805,8516.0,Tile Placement,Strategy Games
28.0,Illuminati,2.65,High,12,2,8,6.48,1805,8516.0,Network and Route Building,Thematic Games
28.0,Illuminati,2.65,High,12,2,8,6.48,1805,8516.0,Network and Route Building,Strategy Games
28.0,Illuminati,2.65,High,12,2,8,6.48,1805,8516.0,Card Drafting,Thematic Games
28.0,Illuminati,2.65,High,12,2,8,6.48,1805,8516.0,Card Drafting,Strategy Games
30.0,Dark Tower,1.81,Low,10,1,4,6.82,2534,1655.0,Push Your Luck,Thematic Games
30.0,Dark Tower,1.81,Low,10,1,4,6.82,2534,1655.0,Area Movement,Thematic Games
31.0,Dark World,1.93,Low,10,2,5,5.34,19962,1928.0,Grid Movement,Thematic Games
31.0,Dark World,1.93,Low,10,2,5,5.34,19962,1928.0,Dice Rolling,Thematic Games
34.0,Arkham Horror,2.4,Medium,12,1,8,6.62,4233,862.0,Cooperative Game,Thematic Games
34.0,Arkham Horror,2.4,Medium,12,1,8,6.62,4233,862.0,Variable Player Powers,Thematic Games
34.0,Arkham Horror,2.4,Medium,12,1,8,6.62,4233,862.0,Role Playing,Thematic Games
36.0,Federation & Empire,4.4,Very High,12,2,8,6.4,5535,1108.0,Hexagon Grid,Wargames
40.0,Borderlands,2.77,High,12,2,4,6.76,5462,567.0,Area Movement,Thematic Games
40.0,Borderlands,2.77,High,12,2,4,6.76,5462,567.0,Trading,Thematic Games
41.0,Can't Stop,1.16,Very Low,9,2,4,6.85,737,11832.0,Push Your Luck,Family Games
41.0,Can't Stop,1.16,Very Low,9,2,4,6.85,737,11832.0,Dice Rolling,Family Games
42.0,Tigris & Euphrates,3.51,Very High,12,2,4,7.7,92,28348.0,Pieces as Map,Strategy Games
42.0,Tigris & Euphrates,3.51,Very High,12,2,4,7.7,92,28348.0,Area Majority / Influence,Strategy Games
42.0,Tigris & Euphrates,3.51,Very High,12,2,4,7.7,92,28348.0,Area Movement,Strategy Games
42.0,Tigris & Euphrates,3.51,Very High,12,2,4,7.7,92,28348.0,Connections,Strategy Games
42.0,Tigris & Euphrates,3.51,Very High,12,2,4,7.7,92,28348.0,Hand Management,Strategy Games
42.0,Tigris & Euphrates,3.51,Very High,12,2,4,7.7,92,28348.0,Highest-Lowest Scoring,Strategy Games
42.0,Tigris & Euphrates,3.51,Very High,12,2,4,7.7,92,28348.0,Tile Placement,Strategy Games
42.0,Tigris & Euphrates,3.51,Very High,12,2,4,7.7,92,28348.0,Square Grid,Strategy Games
42.0,Tigris & Euphrates,3.51,Very High,12,2,4,7.7,92,28348.0,Set Collection,Strategy Games
42.0,Tigris & Euphrates,3.51,Very High,12,2,4,7.7,92,28348.0,Income,Strategy Games
43.0,Airlines,2.42,Medium,12,2,6,6.59,4794,483.0,Network and Route Building,Strategy Games
43.0,Airlines,2.42,Medium,12,2,6,6.59,4794,483.0,Investment,Strategy Games
43.0,Airlines,2.42,Medium,12,2,6,6.59,4794,483.0,Stock Holding,Strategy Games
44.0,David & Goliath,1.63,Low,8,3,6,6.45,2561,1896.0,Trick-taking,Family Games
45.0,Perudo,1.26,Very Low,8,2,6,6.9,685,16159.0,Betting and Bluffing,Party Games
45.0,Perudo,1.26,Very Low,8,2,6,6.9,685,16159.0,Betting and Bluffing,Family Games
45.0,Perudo,1.26,Very Low,8,2,6,6.9,685,16159.0,Player Elimination,Party Games
45.0,Perudo,1.26,Very Low,8,2,6,6.9,685,16159.0,Player Elimination,Family Games
45.0,Perudo,1.26,Very Low,8,2,6,6.9,685,16159.0,Dice Rolling,Party Games
45.0,Perudo,1.26,Very Low,8,2,6,6.9,685,16159.0,Dice Rolling,Family Games
46.0,Medici,2.26,Medium,10,2,6,7.15,541,7628.0,Push Your Luck,Strategy Games
46.0,Medici,2.26,Medium,10,2,6,7.15,541,7628.0,Auction: Once Around,Strategy Games
46.0,Medici,2.26,Medium,10,2,6,7.15,541,7628.0,Auction/Bidding,Strategy Games
46.0,Medici,2.26,Medium,10,2,6,7.15,541,7628.0,Multiple-Lot Auction,Strategy Games
46.0,Medici,2.26,Medium,10,2,6,7.15,541,7628.0,Victory Points as a Resource,Strategy Games
46.0,Medici,2.26,Medium,10,2,6,7.15,541,7628.0,Set Collection,Strategy Games
46.0,Medici,2.26,Medium,10,2,6,7.15,541,7628.0,Income,Strategy Games
46.0,Medici,2.26,Medium,10,2,6,7.15,541,7628.0,Investment,Strategy Games
47.0,Chinatown,2.28,Medium,12,3,5,7.33,363,10361.0,Set Collection,Strategy Games
47.0,Chinatown,2.28,Medium,12,3,5,7.33,363,10361.0,Victory Points as a Resource,Strategy Games
47.0,Chinatown,2.28,Medium,12,3,5,7.33,363,10361.0,Trading,Strategy Games
47.0,Chinatown,2.28,Medium,12,3,5,7.33,363,10361.0,Tile Placement,Strategy Games
47.0,Chinatown,2.28,Medium,12,3,5,7.33,363,10361.0,Negotiation,Strategy Games
47.0,Chinatown,2.28,Medium,12,3,5,7.33,363,10361.0,Investment,Strategy Games
47.0,Chinatown,2.28,Medium,12,3,5,7.33,363,10361.0,Income,Strategy Games
47.0,Chinatown,2.28,Medium,12,3,5,7.33,363,10361.0,Enclosure,Strategy Games
48.0,Krieg und Frieden,2.46,Medium,12,2,4,6.11,5050,1420.0,Auction/Bidding,Strategy Games
49.0,Mamma Mia!,1.37,Very Low,10,2,5,6.47,1570,7568.0,Memory,Family Games
49.0,Mamma Mia!,1.37,Very Low,10,2,5,6.47,1570,7568.0,Hand Management,Family Games
50.0,Lost Cities,1.5,Very Low,10,2,2,7.18,323,51748.0,Hand Management,Family Games
50.0,Lost Cities,1.5,Very Low,10,2,2,7.18,323,51748.0,Set Collection,Family Games
50.0,Lost Cities,1.5,Very Low,10,2,2,7.18,323,51748.0,Score-and-Reset Game,Family Games
50.0,Lost Cities,1.5,Very Low,10,2,2,7.18,323,51748.0,Push Your Luck,Family Games
51.0,Ricochet Robots,2.42,Medium,10,1,99,7.0,686,8233.0,Modular Board,Abstract Games
51.0,Ricochet Robots,2.42,Medium,10,1,99,7.0,686,8233.0,Grid Movement,Abstract Games
54.0,Tikal,2.8,High,10,2,4,7.34,267,23043.0,Auction/Bidding,Strategy Games
54.0,Tikal,2.8,High,10,2,4,7.34,267,23043.0,Area Majority / Influence,Strategy Games
54.0,Tikal,2.8,High,10,2,4,7.34,267,23043.0,Action Points,Strategy Games
54.0,Tikal,2.8,High,10,2,4,7.34,267,23043.0,Map Addition,Strategy Games
54.0,Tikal,2.8,High,10,2,4,7.34,267,23043.0,Hexagon Grid,Strategy Games
54.0,Tikal,2.8,High,10,2,4,7.34,267,23043.0,Grid Movement,Strategy Games
54.0,Tikal,2.8,High,10,2,4,7.34,267,23043.0,Tile Placement,Strategy Games
54.0,Tikal,2.8,High,10,2,4,7.34,267,23043.0,Modular Board,Strategy Games
54.0,Tikal,2.8,High,10,2,4,7.34,267,23043.0,Set Collection,Strategy Games
57.0,Schoko & Co.,2.91,High,13,2,4,6.66,4399,838.0,Commodity Speculation,Strategy Games
57.0,Schoko & Co.,2.91,High,13,2,4,6.66,4399,838.0,Auction/Bidding,Strategy Games
58.0,Kings & Things,2.64,High,12,2,4,6.5,2514,3348.0,Events,Wargames
58.0,Kings & Things,2.64,High,12,2,4,6.5,2514,3348.0,Events,Thematic Games
58.0,Kings & Things,2.64,High,12,2,4,6.5,2514,3348.0,Secret Unit Deployment,Wargames
58.0,Kings & Things,2.64,High,12,2,4,6.5,2514,3348.0,Secret Unit Deployment,Thematic Games
58.0,Kings & Things,2.64,High,12,2,4,6.5,2514,3348.0,Modular Board,Wargames
58.0,Kings & Things,2.64,High,12,2,4,6.5,2514,3348.0,Modular Board,Thematic Games
58.0,Kings & Things,2.64,High,12,2,4,6.5,2514,3348.0,Hexagon Grid,Wargames
58.0,Kings & Things,2.64,High,12,2,4,6.5,2514,3348.0,Hexagon Grid,Thematic Games
58.0,Kings & Things,2.64,High,12,2,4,6.5,2514,3348.0,Area Movement,Wargames
58.0,Kings & Things,2.64,High,12,2,4,6.5,2514,3348.0,Area Movement,Thematic Games
58.0,Kings & Things,2.64,High,12,2,4,6.5,2514,3348.0,Dice Rolling,Wargames
58.0,Kings & Things,2.64,High,12,2,4,6.5,2514,3348.0,Dice Rolling,Thematic Games
58.0,Kings & Things,2.64,High,12,2,4,6.5,2514,3348.0,Area Majority / Influence,Wargames
58.0,Kings & Things,2.64,High,12,2,4,6.5,2514,3348.0,Area Majority / Influence,Thematic Games
59.0,Giganten,2.57,High,10,3,4,6.71,2147,1901.0,Commodity Speculation,Strategy Games
59.0,Giganten,2.57,High,10,3,4,6.71,2147,1901.0,Auction/Bidding,Strategy Games
60.0,Vinci,2.78,High,14,3,6,7.09,830,3723.0,Area Movement,Strategy Games
60.0,Vinci,2.78,High,14,3,6,7.09,830,3723.0,Variable Player Powers,Strategy Games
60.0,Vinci,2.78,High,14,3,6,7.09,830,3723.0,Increase Value of Unchosen Resources,Strategy Games
60.0,Vinci,2.78,High,14,3,6,7.09,830,3723.0,Area Majority / Influence,Strategy Games
61.0,Fossil,1.75,Low,10,2,6,5.44,18709,949.0,Set Collection,Family Games
61.0,Fossil,1.75,Low,10,2,6,5.44,18709,949.0,Set Collection,Abstract Games
62.0,Curse of the Mummy's Tomb,1.88,Low,12,1,4,5.3,19428,631.0,Action Queue,Thematic Games
63.0,Samurai: Game of Politics and Warfare in Feudal Japan,2.63,High,12,2,8,6.46,5152,1128.0,Dice Rolling,Wargames
63.0,Samurai: Game of Politics and Warfare in Feudal Japan,2.63,High,12,2,8,6.46,5152,1128.0,Turn Order: Progressive,Wargames
63.0,Samurai: Game of Politics and Warfare in Feudal Japan,2.63,High,12,2,8,6.46,5152,1128.0,Simulation,Wargames
63.0,Samurai: Game of Politics and Warfare in Feudal Japan,2.63,High,12,2,8,6.46,5152,1128.0,Area Movement,Wargames
63.0,Samurai: Game of Politics and Warfare in Feudal Japan,2.63,High,12,2,8,6.46,5152,1128.0,Ratio / Combat Results Table,Wargames
63.0,Samurai: Game of Politics and Warfare in Feudal Japan,2.63,High,12,2,8,6.46,5152,1128.0,Movement Points,Wargames
64.0,Joan of Arc,2.54,High,12,3,6,6.27,5594,741.0,Dice Rolling,Wargames
64.0,Joan of Arc,2.54,High,12,3,6,6.27,5594,741.0,Dice Rolling,Strategy Games
64.0,Joan of Arc,2.54,High,12,3,6,6.27,5594,741.0,Hand Management,Wargames
64.0,Joan of Arc,2.54,High,12,3,6,6.27,5594,741.0,Hand Management,Strategy Games
64.0,Joan of Arc,2.54,High,12,3,6,6.27,5594,741.0,Area Movement,Wargames
64.0,Joan of Arc,2.54,High,12,3,6,6.27,5594,741.0,Area Movement,Strategy Games
64.0,Joan of Arc,2.54,High,12,3,6,6.27,5594,741.0,Team-Based Game,Wargames
64.0,Joan of Arc,2.54,High,12,3,6,6.27,5594,741.0,Team-Based Game,Strategy Games
64.0,Joan of Arc,2.54,High,12,3,6,6.27,5594,741.0,Take That,Wargames
64.0,Joan of Arc,2.54,High,12,3,6,6.27,5594,741.0,Take That,Strategy Games
64.0,Joan of Arc,2.54,High,12,3,6,6.27,5594,741.0,Area Majority / Influence,Wargames
64.0,Joan of Arc,2.54,High,12,3,6,6.27,5594,741.0,Area Majority / Influence,Strategy Games
66.0,Löwenherz,2.93,High,12,2,4,7.03,1142,3467.0,Area Majority / Influence,Strategy Games
66.0,Löwenherz,2.93,High,12,2,4,7.03,1142,3467.0,Auction/Bidding,Strategy Games
66.0,Löwenherz,2.93,High,12,2,4,7.03,1142,3467.0,Modular Board,Strategy Games
67.0,Conquest,2.5,Medium,10,2,4,6.33,5702,826.0,Action Points,Wargames
67.0,Conquest,2.5,Medium,10,2,4,6.33,5702,826.0,Point to Point Movement,Wargames
